T,wavelet-LHL_glcm_Imc1,wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,squareroot_glszm_SmallAreaLowGrayLevelEmphasis,logarithm_firstorder_RootMeanSquared,squareroot_firstorder_RootMeanSquared,exponential_glrlm_RunLengthNonUniformity,wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,wavelet-HLH_glcm_MCC,log-sigma-2-0-mm-3D_firstorder_Median,wavelet-HHL_glcm_InverseVariance,squareroot_firstorder_Skewness,exponential_glszm_LowGrayLevelZoneEmphasis,log-sigma-1-0-mm-3D_firstorder_Skewness,exponential_glcm_Imc2,exponential_glszm_SmallAreaEmphasis,logarithm_firstorder_Uniformity
0,-0.0843777213273391,28.077938037353988,0.0002745516379796,1258.9617886197304,1004.4029045124216,1404.6034553671198,136.8761248379675,0.8862352206128604,-3.0058032274246216,0.4096952948663158,-9.06256073481017,0.2291486291486292,-2.0950621723530656,0.543707689921043,0.331843007390657,0.5387821453145978
1,-0.0857730880766649,25.78445245295385,0.0003052981996955,1033.5705226315313,895.4464515500539,1982.3965826895403,136.3534003862762,0.9043315485375844,-3.2144863605499268,0.4236277907836564,-9.251983831450977,0.0453222040624267,-2.037657303941374,0.6106770414053201,0.4293249909931495,0.6207923490611966
2,-0.0954403262562722,26.23952729622233,0.0002479228258474,1258.9713223434894,1004.3824211082416,1372.4789000464173,131.4759018826285,0.8546248447322479,-2.4533404111862183,0.4189826181857882,-9.135205449023504,0.2181924882629108,-2.122648616696524,0.5337208878008337,0.2697995860976257,0.5350518572181567
3,-0.0785325575331079,27.08198963254311,0.0002584296263294,1028.731272588702,893.0651368634468,2036.6508656536123,130.52717932228072,0.9008261172150228,-2.9112560749053955,0.4265665057012309,-9.027231692460871,0.0419416926852782,-2.0428124368194505,0.6491906214229031,0.4092016803653751,0.5120508852814609
4,-0.0763563087953665,32.751553496668066,0.0002354464769055,1218.4737271883346,986.2312117200944,1647.5027937564478,182.848384646624,0.9023242535456698,-3.4826573133468632,0.429192983376271,-9.12564393665896,0.1724116161616161,-1.899957673961017,0.549879444436736,0.2895842176091874,0.4608047904157792
5,-0.0823411362715382,25.375470671845815,0.0002586170137288,1170.159271013615,962.993653760813,1579.4811392798135,134.54762172518696,0.8795360299384041,-3.4740006923675537,0.4202040335839848,-9.043658607537049,0.1478255979811279,-2.1202388995093315,0.5632224525348172,0.2382638730300984,0.4425229894979291
6,-0.072851891430792,34.172451666832124,0.0002705743462536,1064.908169977713,911.2479445240396,1900.057807752259,177.76666081085034,0.8772778778903144,-2.9710690975189213,0.4190993824226509,-9.165196218968756,0.0640323846188959,-2.0611498079067374,0.6210791928586148,0.3701322146414529,0.5602094129933072
7,-0.0882074566780191,34.05373873743057,0.0003283848511659,1037.6043808417676,897.6238395553488,1993.8857156267984,180.83828855663015,0.8928781022286623,-2.2352585792541504,0.4190755007226754,-8.984192571735846,0.0492928289768056,-2.153348164887656,0.6092677889419951,0.4344268782211659,0.6044362396464734
8,-0.0821533304804265,34.746688064165994,0.0002964301189322,1044.4927055201756,902.0505826801548,1940.5109937310528,179.88317495412448,0.8861892204248106,-2.6123764514923096,0.4233203425522668,-9.233450933482374,0.051649541332702,-2.151435660495535,0.6354479128575241,0.4206969367570357,0.4907267071469651
9,-0.0865426226330465,32.677938241591136,0.0002775114519575,1131.4113010696958,944.5747053751028,1698.8036104610435,179.3661427919106,0.8905743784772259,-2.277584791183472,0.3993486410596544,-9.057952761990528,0.0978221966205837,-1.9537467372078263,0.5203487276132039,0.2752918005169861,0.5310717888048285
10,-0.0828432237794612,30.33755766713045,0.0002576690793858,1066.7869026286403,912.8422808507794,1900.9409112744213,179.7641607636007,0.89072770016129,-2.511323571205139,0.4108865282235664,-9.102490708701223,0.0633038947981965,-2.136797697939615,0.6260960564326731,0.3601715208863331,0.5340296114124361
11,-0.0862305588516735,24.84891942103975,0.0003160199392605,1050.0701324771917,904.7942927103444,1943.112088141186,128.114379924447,0.8834152620623266,-2.202370047569275,0.4152543066214448,-9.10680973045937,0.0528103396875303,-2.039823793940172,0.6156554858035415,0.3803488047716525,0.4359413222787449
12,-0.0845956523949197,33.693995834335425,0.0002509086511548,1217.12629232337,986.077924508309,1619.4204919606336,172.71269538509773,0.9057769086752686,-2.692695498466492,0.4132499114455842,-9.190439296898337,0.1624361111111111,-2.158897540075303,0.5213690044263759,0.3147789061735058,0.4971715688922359
13,-0.0931945771326919,32.42675761593631,0.0003156568872113,1088.6398929988704,924.2557330797137,1792.5226155002213,175.6252715101534,0.8807978377381898,-1.8885777592659,0.4143055486220157,-9.059995420849132,0.0756013197770134,-1.928675018890163,0.6629468686507268,0.3440023874479796,0.5681589584284352
14,-0.0756010896461714,24.86230522334657,0.0002805089745389,1036.748070674805,898.8742017988593,1990.7775305127411,131.5486631448474,0.8872006369851528,-3.3486719131469727,0.4208185719460829,-9.176098625438115,0.0413840148722167,-2.219763764581072,0.6354993568159361,0.3885884051396756,0.6205944665628005
15,-0.0848671839582081,25.188336814972967,0.000251072095875,1225.109908647883,991.8256122713592,1532.1658014136328,132.9632967832305,0.8653572102960286,-6.0008158683776855,0.4195139021932006,-9.149386621023051,0.1565607101947308,-1.9907139636575863,0.5887918563433018,0.2592286389292887,0.4228184116513779
16,-0.0805256742386983,32.12603033846944,0.0002403158836667,1277.5701745225565,1014.3445934436512,1317.748418323224,177.05822833409766,0.8129998585839134,-11.996453762054443,0.4126015942771389,-8.974713920092112,0.2538127240143369,-2.0972725465663644,0.5179967199329835,0.2663651072775728,0.4314286833947106
17,-0.0743744802615631,23.485216403433128,0.0003221876338364,1096.4932268105858,924.379634915988,1800.0946456041586,121.04918796525058,0.8247559329800073,-19.71496963500977,0.4225923851267556,-8.62440477348605,0.0814970540238848,-2.076678815184513,0.5902459529025299,0.3428776024117411,0.4295727185524815
18,-0.0745127734999645,29.19744780732836,0.0003519869533565,1003.7917585540636,871.5578620790886,2011.6860143888816,155.09539455215906,0.9184410110297488,-28.71617889404297,0.4126882043489096,-7.963110325198544,0.0498595252115745,-1.750010630908347,0.6506807171517953,0.4491821395894221,0.4727003352881512
19,-0.0832522592879643,25.74202367949188,0.0003718694828925,1070.7126444206383,892.1548283066263,1824.504121469331,146.06888690107132,0.7867529479841701,-37.14436340332031,0.4168588162083735,-7.085306929838826,0.1499621317875834,-1.2782125953411383,0.6040988157462164,0.3411203630936485,0.3908022237685654
20,-0.0886899759053651,19.83509060536856,0.0004437429756631,1061.0338664285057,872.2536870959082,1802.18915020572,110.20542042969896,0.8054268651048784,-40.06888961791992,0.4236067040740421,-5.979563338805928,0.1448781492060261,-1.0902694731118543,0.6298481400877827,0.3019429380602457,0.4062033427137758
21,-0.0880566803776576,14.330673763760212,0.0004898787074316,975.2704332217309,814.6842912167375,1917.5485109710944,78.6416000255643,0.8098413439833129,-36.60293388366699,0.42181569167202,-5.225918351220715,0.1280042369338602,-0.6834372217596404,0.6829469462579048,0.3602638503715678,0.3373192270120024
22,-0.0861917025331328,20.606097928529667,0.0006235178150317,958.7868847420716,794.0986175400917,1899.6150398712348,113.45740925174672,0.7274476282151731,-29.76503753662109,0.4243587173516412,-4.613726804298108,0.1319723040605556,-0.553647630728072,0.6963449846174107,0.3751165598095494,0.3674646221044461
23,-0.07203246924556,14.25734577867061,0.0006244793241461,968.499640737736,789.5947831442578,1791.902585929411,77.88189587813444,0.7784526077612672,-22.7960901260376,0.4223742736435903,-4.350497087024449,0.1635529368688789,-0.274465522232059,0.6565022884045708,0.3335953059915743,0.3195754687838153
24,-0.0753558740297656,11.720050813287484,0.0005206268340932,1165.177193959692,876.9517168724229,1454.3747925231014,53.31261400913198,0.7390449496413304,-15.531455039978027,0.4281197019798297,-4.389590024629424,0.4239366319444444,-0.358903140141187,0.5550893441396147,0.2701705708838609,0.2834913039379852
25,-0.0610234784096632,10.088132554659548,0.0006137672542058,980.4048464639868,797.0822354172908,1765.1631597078265,54.06881599640918,0.7364571103190861,-7.6849846839904785,0.4305511887719928,-4.649287850163712,0.1804560825898064,-0.5474905912893917,0.5957915474228413,0.3482551717690729,0.3403097064101573
26,-0.0595008579352945,9.261810074412768,0.0005580989072912,1044.2871225847723,834.6943413572188,1517.62662272404,54.188147599759766,0.7261578005515394,-4.4020869731903085,0.4224068384985447,-5.138434385114923,0.2672232593548275,-0.7191740073409327,0.5715485602005755,0.3781538274223816,0.3372966320434078
27,-0.0674138208448873,10.96426937996247,0.0004210583959987,1294.7429298721213,957.4392921838275,1297.0677808283278,55.81795114272799,0.8073606601774547,-3.73097574710846,0.4192084982714012,-5.604222033741988,0.4818376068376069,-0.9085543616855638,0.4848781125303863,0.2802836363535509,0.3080034909226479
28,-0.0699143156348025,16.645589580881605,0.0004891475772797,1004.386111553132,834.9308096615927,1858.754943896776,83.0898662446927,0.7890665047042218,-3.2930676937103267,0.4036127497909398,-6.158245429783379,0.124226922421918,-1.2495681558532077,0.5822379746443509,0.3795194957884693,0.4235559255481663
29,-0.0724071923836021,14.8447988153121,0.0004883235328064,994.2074239556384,838.522360972834,1950.1063623402451,83.88218757402525,0.8620791300825399,-4.010138988494873,0.4238148746002627,-6.567418316200602,0.0982919501020241,-1.4473810980400066,0.6184712082978254,0.3909547008546561,0.4064239967039589
30,-0.0716166909919411,15.296236063788486,0.0004597222211163,1021.4528152637636,859.190973495662,1875.2742371153445,81.30265151435856,0.865063179212407,-2.471420168876648,0.4154289559700282,-7.091899929251559,0.1069701132510016,-1.5481958411801977,0.5915860304845777,0.3822184223165799,0.4070450052939305
31,-0.0707838782073903,16.936177838141802,0.0004471404795307,1079.770694383071,895.3711154283649,1712.5278674710537,86.92479786539455,0.8353492985337093,-3.0663286447525024,0.411535820273799,-7.607560386165378,0.1565792118649261,-1.898713402263372,0.5647699815280176,0.3701392292199177,0.4815704491703234
32,-0.0693849761845642,17.391607765499895,0.0003563832763602,1047.9320277440934,884.7182464038507,1863.806629398364,91.73186510636164,0.8458823343151617,-2.616293668746948,0.4158563900494191,-7.910349076966388,0.0881648314927766,-1.9370660863908231,0.5986139100671958,0.3677516749409248,0.4119064540056467
33,-0.0694144110510151,19.05137332912681,0.00028482216663,1194.296781002041,958.715758153411,1499.9503467090915,94.9233964181932,0.8990740297325619,-5.061729907989502,0.4252686178721149,-8.174338698069239,0.2071997755331088,-2.073404794590453,0.4854245733231474,0.2987863705944008,0.4160711656779602
34,-0.0767773663943575,23.68182509370747,0.0003314204061405,1089.8207449920565,911.6762274360424,1692.404080155026,129.04853740533164,0.8580365463021241,-4.945990800857544,0.4123311360954204,-8.143584438860946,0.1106432627437886,-1.9765215501127948,0.5836330810872289,0.3164920350591981,0.5231796134071484
35,-0.0690111749838989,19.43042614138121,0.0002471306368063,1351.4155966670946,1035.0530962524554,1238.2281040905611,88.51992558600142,0.8558379209407379,-8.311826705932617,0.4137538548031113,-8.176867894238438,0.650573192239859,-2.137401722327257,0.3730228858829049,0.2423649505913611,0.383526643881053
36,-0.0693571104132996,25.79366947963579,0.0003393014926602,1033.0003003024906,884.9582894655998,1966.727842196708,130.00315386330988,0.8408519722351345,-7.889869451522827,0.412290603243877,-8.246521271629685,0.0643971793061987,-1.9905964116375643,0.6333133983418242,0.3718624644879289,0.544071309720885
37,-0.0717530079522846,24.846683334738877,0.0002974949048199,1151.6389282824018,943.2519065655014,1712.43024927202,126.13433672770586,0.8605762238671592,-10.570348262786863,0.4201030330395921,-8.266196640297952,0.1669117594954648,-1.917493396241173,0.5686870829411063,0.2625530307082669,0.4179241296259227
38,-0.0749902603493793,24.12937264763101,0.0003266295208464,1021.2494586678084,877.9692579044623,1996.9564365372796,127.1758864074682,0.8485551113867912,-9.071362018585203,0.4289862510590101,-8.025869669404033,0.0569364910000276,-1.9086227660794053,0.6128335125988214,0.4073184877233039,0.4271038651871198
39,-0.0754451887317396,26.399165131898545,0.0003282349991002,1137.918543922146,934.411221389992,1684.8831462549854,128.2773161570902,0.8363857234685695,-9.625957012176514,0.4268123957040229,-8.031267240044606,0.1667684360978434,-2.01193580802609,0.5589786325406421,0.2486054705606077,0.5126415318823833
40,-0.0708925255197481,25.52395165349681,0.0002480171705155,1449.7050089195548,1073.2585784576415,1341.0045495863767,125.49906163497522,0.8382125128940972,-9.898405075073242,0.4091832299852565,-7.981401071028948,0.5241228070175439,-1.958990533723021,0.432700559884101,0.2662062691359268,0.3490064745176415
41,-0.081817065644981,24.62225576566404,0.0003665125944599,1011.7938193224188,869.8118119658377,1942.7943435903333,125.90868166224064,0.8600165711960466,-8.798910140991211,0.4118440585659511,-8.058807117483225,0.0610268209915946,-1.8626541825602507,0.6510916655487798,0.4163216468487968,0.5621926510570738
