T,wavelet-LHL_glcm_Imc1,wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,squareroot_glszm_SmallAreaLowGrayLevelEmphasis,logarithm_firstorder_RootMeanSquared,squareroot_firstorder_RootMeanSquared,exponential_glrlm_RunLengthNonUniformity,wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,wavelet-HLH_glcm_MCC,log-sigma-2-0-mm-3D_firstorder_Median,wavelet-HHL_glcm_InverseVariance,squareroot_firstorder_Skewness,exponential_glszm_LowGrayLevelZoneEmphasis,log-sigma-1-0-mm-3D_firstorder_Skewness,exponential_glcm_Imc2,exponential_glszm_SmallAreaEmphasis,logarithm_firstorder_Uniformity
0,-0.0976720834007602,164.82346297637625,0.0068390233165136,1255.5155403786896,915.9809022836232,3238.591083188482,957.2633198340357,0.7363253058788928,-2.165122628211975,0.4111261915735771,-6.233049290197116,0.3722794959908362,-1.2794143574094723,0.3489424915639593,0.3023467879398385,0.4096471294372829
1,-0.104594486102127,147.20470404453448,0.0090740540780673,937.29329628174,773.6383192755943,5421.139049578073,858.5180198290344,0.7351969754851598,-2.7384406328201294,0.4123720442416114,-6.332941560547732,0.2122089525690296,-1.2546644791540127,0.5649611968186752,0.3390482030740845,0.4475495081713859
2,-0.0937862612103121,169.8464188058939,0.007407601878137,1251.284187619778,913.0860361741557,3251.821560282081,934.932295422932,0.7523291585112617,-2.4220017194747925,0.4124499766554007,-6.333120991077172,0.3415343915343916,-1.3390372681800955,0.3481943934410623,0.3029156735286175,0.4398817283269666
3,-0.0985092413053308,148.82552739137702,0.0087739863784886,928.2539516466844,768.2680239597594,5549.252732225191,830.7029626858828,0.761617184864255,-3.126680612564087,0.4148095637806709,-6.363380186208082,0.19617681995727,-1.2489707514680477,0.5704316949173498,0.3545061177428545,0.5841726225555873
4,-0.0979244430396927,170.09285509065805,0.0097957667230493,846.0210209825218,728.5903327041431,6939.250732742716,982.7358062593876,0.7393176630428056,-2.860386610031128,0.4147203328614029,-6.352185995424838,0.1043304669637052,-1.2889440213335617,0.6234739101719278,0.3700861531084669,0.518395674821426
5,-0.0971812150509243,168.37858126564672,0.0105318524897,847.5401547132608,729.2025047202341,6792.061096158864,970.4149325880504,0.7370261668698407,-3.0082335472106934,0.4127584991264005,-6.362805465254179,0.1101716267611483,-1.292886620189262,0.6225135570527479,0.3942243312953034,0.5633561301381282
6,-0.098818843908179,170.12728525556008,0.0095072327348428,894.4713067441612,753.3213046614078,5932.564687499744,947.4853979923436,0.7565086853498443,-2.9854538440704346,0.413595988177948,-6.39118447399138,0.1549795974134074,-1.3193374067800372,0.5976408606773258,0.3279710494996056,0.4845849266744096
7,-0.0950667241937144,164.6674946328931,0.0090662960629513,944.2463113819412,778.3957451506067,5343.315907674129,944.7990804916244,0.7427300150477516,-3.0835973024368286,0.4177730077198731,-6.40685585259916,0.204443263186929,-1.306834856808218,0.5521288781438547,0.3385115921725616,0.4800199851183639
8,-0.0974406868421985,169.61584762589436,0.0093021480992338,926.8584701249132,769.5926589343753,5453.851432320683,952.4504198544006,0.7820012557517213,-3.105674386024475,0.4121054409086862,-6.406577737106915,0.1892020138628572,-1.3016820211649744,0.5786853716584773,0.3761716930979799,0.599067496051316
9,-0.0992097331573316,170.2317038800401,0.009482479880335,879.1089252166626,746.5778438222826,6180.238067490087,957.3285681731898,0.7458980193133122,-3.3106786012649536,0.4095119290624099,-6.3977248571665415,0.1332486739837736,-1.2455782025035809,0.6088918500546717,0.3453388393489661,0.6296596545872339
10,-0.0967201203972785,169.35596566915623,0.0101130394624085,851.9166955847153,732.2782544222357,6714.923353914214,946.7839486048164,0.8004509127971837,-3.0800068378448486,0.40927752511784,-6.403122343881774,0.111511762802501,-1.2942789851591665,0.6327486060287575,0.3490801740265339,0.6380767480428936
11,-0.0972183185404816,170.6768018828644,0.0092700443399495,903.6527036862838,759.0118899184095,5894.038765355608,953.7524708948292,0.7479724199982327,-3.2278037071228027,0.4080001139345896,-6.389899151723322,0.1587551962770732,-1.251005896748384,0.5860206940181492,0.3352687881454638,0.6134314790568977
12,-0.0994022414311461,167.26765018652662,0.0087119556028851,1082.5397851300802,841.2723232229811,3608.49881586666,953.9955989707672,0.7821761271106438,-2.5260205268859863,0.4107871250933897,-6.298913285820593,0.6391148775894538,-1.3808775391867394,0.445577026533402,0.3109447872080502,0.4576622114220119
13,-0.0981897107122088,167.80280793447898,0.0101184559830979,844.8697858946907,729.0060665654455,6997.751045854306,941.7031180744216,0.7429882848818907,-3.305914163589477,0.4061266808927913,-6.346855156352045,0.1013529916836632,-1.3074914440502163,0.6346964432028679,0.4052145339484745,0.4975241003315802
14,-0.0971600742645674,151.47280234268337,0.0101718180210695,848.0586423471988,730.5010327762525,6875.607269760361,850.9316454066264,0.7676656776205252,-2.9690715074539185,0.4169722191721307,-6.441908937595552,0.1005087979256034,-1.3203032068791989,0.6251319419447656,0.389498414786561,0.5727621146058921
15,-0.0945542016997006,164.88727953555718,0.009747492230999,862.2751325140101,737.6891371249658,6670.521280282542,927.0415264737748,0.7431797765916536,-3.069258570671081,0.4084066942163862,-6.375875185505958,0.1197014032642829,-1.3014521314775067,0.6088862488174445,0.3575247854559906,0.490633875999673
16,-0.1036411443629345,164.71763514781048,0.0092235540196086,947.7787517620676,781.0433850208392,5269.5204435487685,964.5354058448604,0.7760434365000001,-2.99623703956604,0.4078638655432921,-6.382314533055933,0.2146217441384176,-1.3605829484139944,0.5492155819799891,0.3347793842681933,0.542754911884577
17,-0.1001620599420191,168.2506379216769,0.0094860352463029,934.0383056710388,773.434871343905,5313.935958897477,959.7942659506572,0.7592337548547259,-2.060410022735596,0.4119807265558182,-6.371988717957753,0.2113017499656143,-1.4058173529629765,0.5699314057141541,0.3498870239513681,0.5168297842940637
18,-0.1019340416348352,145.86265314633903,0.009994894794455,846.7305926818518,730.570919929028,6953.976482978512,849.0997521845152,0.7711886898205293,-2.9236558675765987,0.4153808900335468,-6.358715080334184,0.0987546285408624,-1.4180280927173663,0.6264214419850875,0.391676732334334,0.5465785652281013
19,-0.0956297753047904,162.0945163132977,0.009073859053277,948.6742077254406,781.7477491793089,5354.040370812298,936.1431144962784,0.7769184551069643,-7.050286531448362,0.4125427978504869,-6.3801435095122905,0.2109086924243381,-1.3808363670413346,0.5622499382379628,0.3359236533080095,0.5652266205772526
20,-0.0964602582426173,158.51345075359103,0.0074703431946772,1136.631452512562,865.2763517031053,4106.6966686755295,922.7240093835863,0.7742599080754998,-12.568697929382324,0.4153277869891765,-6.29947602377769,0.6626584638329605,-1.3709834253494646,0.4279442378934288,0.3367151185261337,0.4012177066790409
21,-0.0913475295610283,130.01359347015028,0.0077982711733341,904.3802080070828,751.2394317295268,5928.562130296212,787.9625523323393,0.7265537439235871,-18.77372455596924,0.4158984295013796,-6.0866794531283865,0.2285118041558187,-1.122158522901156,0.5608774572206606,0.339302175313314,0.5404367167302163
22,-0.0938845189119349,109.62266891411969,0.0061179747286221,970.2710693249356,772.9511700689415,4782.497474459363,638.6689247218478,0.6977042856815884,-24.27744483947754,0.4132014465725042,-5.806709911924638,0.5446585648148149,-0.8858083241025032,0.5092269512470915,0.3438749764630646,0.4232385123425993
23,-0.0919212278028132,91.1697626676656,0.0055466534381488,907.4540743831304,732.3921249394463,5679.204251681125,521.5376611962304,0.6719188461646948,-27.72375202178955,0.4208830666839468,-5.310242903353698,0.4347087939342404,-0.701476864105414,0.5392470588377685,0.3504991505079321,0.3785444054985017
24,-0.0911246832976519,91.60834877519709,0.0051369769648895,895.7304435102124,714.6226875560016,5608.406034670059,502.3002175416767,0.6589455786752263,-28.0668306350708,0.4239651539989892,-4.928780794778056,0.4668226246016424,-0.4491824416496736,0.5171020013926687,0.2931267307828425,0.3495099640211405
25,-0.0946445126892333,74.18055961418301,0.0051909967933241,792.8688694167688,656.0651203811206,7138.4052063241525,412.8976134862141,0.6288170834323531,-27.094295501708984,0.4189429386799928,-4.632400655352798,0.2664657495577294,-0.2293004649984457,0.5698421464075517,0.4124490825378414,0.3473934501966954
26,-0.0932770636687976,73.41545807348523,0.0041923424108769,894.5630512933313,694.1863728475914,5461.6598667229855,398.361860140966,0.5887976933372591,-19.79766273498535,0.4184334290447077,-4.0363026717987225,0.3176610201166478,-0.2393708997534124,0.4980646239071858,0.4231546230322851,0.2874328534237032
