T,wavelet-LHL_glcm_Imc1,wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,squareroot_glszm_SmallAreaLowGrayLevelEmphasis,logarithm_firstorder_RootMeanSquared,squareroot_firstorder_RootMeanSquared,exponential_glrlm_RunLengthNonUniformity,wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,wavelet-HLH_glcm_MCC,log-sigma-2-0-mm-3D_firstorder_Median,wavelet-HHL_glcm_InverseVariance,squareroot_firstorder_Skewness,exponential_glszm_LowGrayLevelZoneEmphasis,log-sigma-1-0-mm-3D_firstorder_Skewness,exponential_glcm_Imc2,exponential_glszm_SmallAreaEmphasis,logarithm_firstorder_Uniformity
0,-0.0974588502526719,190.5542075836474,0.0136117809945355,913.2456916591992,762.2136777250142,11537.952426884252,1308.1655524011846,0.5852925680381921,-4.337715148925781,0.4118580665791205,-3.927988337384709,0.1500304744864349,-1.2873122176600031,0.5772883776092084,0.4051806172911737,0.4289410026086422
1,-0.0970359892005404,186.70088328412285,0.0120609284516053,1126.2227232074424,860.8153245411688,6038.137129030422,1273.7883763671746,0.5681137009898359,-4.516191959381104,0.4129077381879014,-3.9343738882096,0.5136316872427983,-1.2139114761961498,0.3753040920344102,0.3401728822702343,0.3602749689894014
2,-0.0971447860142225,169.8468572458905,0.014069742406685,866.8644119324977,738.9501209686081,13700.97337963558,1159.8908149077988,0.5681072743284501,-4.931983470916748,0.4135923832938249,-3.924835542145334,0.1079694973494486,-1.2544024991988847,0.5824972283733565,0.4612892885483117,0.4772222707617084
3,-0.0960047743256095,166.82528446558146,0.0117962383376214,1148.5791451606578,870.2433680261356,6031.886203043565,1133.1618356561828,0.5728076146536607,-4.6248040199279785,0.4101576608840063,-3.9179244044468464,0.4879065040650406,-1.2338721453032726,0.3779471397117222,0.357570299909729,0.3611697465875189
4,-0.0959130818049097,170.79100205111354,0.0142918083474592,873.7042343756633,741.6596062632719,12990.832465699732,1128.2027059619036,0.5694379646840654,-4.279309272766113,0.4121519287122533,-3.955787153005678,0.1149994949778935,-1.2133671990300583,0.5817646331885841,0.4411484516688749,0.4785016228513209
5,-0.0975371875813152,169.7941116819898,0.0110229305344885,1268.4713588172626,921.630958430882,4627.603215647876,1135.8657615898862,0.5729839793800634,-4.63851261138916,0.4132075005494614,-3.9437573359565214,0.330012077294686,-1.242424786129988,0.2844514324292367,0.3198879113069578,0.3408976835583113
6,-0.094457948791501,183.7206159868069,0.0129007654318776,978.4297219522284,792.2311954502478,8908.091013247544,1277.8694380068405,0.5681516574036318,-4.108634471893311,0.4116117640743128,-3.938189005131496,0.2477820231796422,-1.24310314606062,0.5438167106680116,0.3668161679661709,0.3937891789427983
7,-0.0971289568294231,167.19355306591103,0.0130257006784525,1073.5807467795246,836.5688655592099,5522.778086900439,1146.381022939933,0.578358827147995,-4.796769142150879,0.4119852966343805,-3.9503023276384095,0.4923068873668189,-1.2689934727739982,0.4530701820634459,0.3040677758400089,0.3838668527420889
8,-0.0930496682579244,183.20612677722852,0.0131128320178397,1045.330156727804,823.3904671911653,6185.332888216443,1253.7146543314068,0.5676867355316649,-4.250370979309082,0.4110069211250801,-3.953941699778112,0.4778486820153486,-1.2374422069406723,0.471975440585336,0.3452528033294721,0.3990581149605836
9,-0.0976226533564118,168.87170610767603,0.0136958654578696,910.4689732864772,760.3086778700367,11673.53978273416,1137.4595581655108,0.5665546779496489,-4.901033401489258,0.4093143588242262,-3.931353441411165,0.1446554821192785,-1.2579513689108317,0.5677812107833939,0.414343344345214,0.4129647451138848
