T,wavelet-LHL_glcm_Imc1,wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,squareroot_glszm_SmallAreaLowGrayLevelEmphasis,logarithm_firstorder_RootMeanSquared,squareroot_firstorder_RootMeanSquared,exponential_glrlm_RunLengthNonUniformity,wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,wavelet-HLH_glcm_MCC,log-sigma-2-0-mm-3D_firstorder_Median,wavelet-HHL_glcm_InverseVariance,squareroot_firstorder_Skewness,exponential_glszm_LowGrayLevelZoneEmphasis,log-sigma-1-0-mm-3D_firstorder_Skewness,exponential_glcm_Imc2,exponential_glszm_SmallAreaEmphasis,logarithm_firstorder_Uniformity
0,-0.1395178018314369,218.19690245240983,0.006527480335756,1075.1917448786712,861.6075722993833,3544.5651632240333,882.604954906531,0.8213501216793999,-10.487662315368652,0.4098062206573438,-4.539974931394091,0.3506889619883042,-0.7894626723133967,0.4498327855099061,0.2680318426935079,0.3638071446019653
1,-0.1341270315932977,174.44112016503254,0.0064249145810875,1109.2645753678569,878.0426238285687,3344.445690559893,666.9856395492317,0.8000681226182741,-11.791548728942873,0.4016706771648426,-4.541148865816211,0.3885236220472441,-0.8590748032305956,0.4703778399913251,0.3212389275474977,0.3447798033852292
2,-0.1360580816395668,170.7327601686413,0.0065028236187621,1135.4422484233685,888.8614561341867,3217.714058506738,674.1157888663755,0.7874918582288499,-12.465455055236816,0.4087795556992484,-4.527474400383516,0.4887985008818342,-0.8212235563145961,0.4427986455569064,0.2894005583370531,0.336900649519638
3,-0.1357860221214995,190.8412244017477,0.0068595647519613,1072.391616158114,860.9165559363637,3575.2818202606336,745.1877268757315,0.8160963277293481,-12.222098350524902,0.4146196806374393,-4.540629776499501,0.336265846383296,-0.8465848262739544,0.4806541518538434,0.2735551692002888,0.3712230635100405
4,-0.1295451955753885,195.1883283679491,0.0068005666276284,1077.2042644941866,863.6214505614696,3530.2214506903238,761.7727787370383,0.7985192532182901,-12.85216236114502,0.4144438632805473,-4.525342207565727,0.3033664459161148,-0.8203318548153807,0.4441398886454343,0.2991792950961131,0.3513892095237833
5,-0.1416512297361301,174.42961171710778,0.006104522727228,1151.6462315916008,896.5552860188214,3230.7141072350537,674.0244672019145,0.8082061154710176,-11.543134689331056,0.4121939927096063,-4.537351943845628,0.5544832516339869,-0.856014660940318,0.4239929247881267,0.2482577103631709,0.3443784255240001
6,-0.1311419940226287,192.5768685699529,0.0065670238127348,1094.650784501048,871.2574961771253,3444.60065012862,766.6689297443556,0.816566030695303,-12.213289260864258,0.4108834404048612,-4.526193538115058,0.3627822905477981,-0.8203786931877743,0.4559333769054266,0.2926306090310999,0.3612835271444078
7,-0.1312457012131239,197.39444472124583,0.0069164436467314,1046.7118022238965,848.3478330027316,3619.068646932342,745.3727665198793,0.8088426873900056,-11.88629913330078,0.4136632811274156,-4.5328419781409055,0.2907967032967033,-0.8279435418190386,0.4947235306116383,0.2973593492689239,0.3675081043195106
8,-0.1346727326182489,188.6831062849966,0.0066279587590667,1063.8506831464565,856.7281175754038,3652.028769112095,744.7989011065973,0.8269631939458181,-12.2970552444458,0.4045542802615968,-4.547839366032472,0.2940941544300647,-0.7989988893860218,0.4524772338565618,0.3017105744097793,0.3697019067170389
9,-0.1335445536843163,192.73918765199417,0.0066991276020029,1074.5037576042891,861.4510904035526,3600.703276856489,749.3078105578596,0.8093313613110888,-12.130660057067873,0.4095504111209286,-4.547169297645075,0.3355871061068105,-0.8935279324385905,0.4565306487885218,0.2675257553554326,0.3812722251417609
10,-0.1331732170187677,194.8399088002136,0.0069868992444956,1075.351128784251,861.966657052635,3515.497654467158,749.4180797309456,0.7873679819536424,-11.72974681854248,0.4091400131570271,-4.556163649799228,0.3307508960573476,-0.8385403957493196,0.4600246214843575,0.3161610221117463,0.3733937869041818
11,-0.1312325213769938,192.075845402642,0.0059793805647524,1197.813602693947,916.9445047354112,3127.62961574214,749.8103028935042,0.8070769990747645,-10.69558811187744,0.4114928580852902,-4.519338946321974,0.58584864391951,-0.8266089129141598,0.4924520010516966,0.277191500694738,0.3281393052222573
12,-0.1313428341264948,190.3473924878962,0.0069437840795394,1096.1187321173256,871.6582142505542,3359.784537775248,761.203479667543,0.7969678903688697,-11.463094711303713,0.4070245105331783,-4.556743354951315,0.384332504145937,-0.8829461594156752,0.4744831145748317,0.2939724358989644,0.3638580436443187
