T,wavelet-LHL_glcm_Imc1,wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,squareroot_glszm_SmallAreaLowGrayLevelEmphasis,logarithm_firstorder_RootMeanSquared,squareroot_firstorder_RootMeanSquared,exponential_glrlm_RunLengthNonUniformity,wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,wavelet-HLH_glcm_MCC,log-sigma-2-0-mm-3D_firstorder_Median,wavelet-HHL_glcm_InverseVariance,squareroot_firstorder_Skewness,exponential_glszm_LowGrayLevelZoneEmphasis,log-sigma-1-0-mm-3D_firstorder_Skewness,exponential_glcm_Imc2,exponential_glszm_SmallAreaEmphasis,logarithm_firstorder_Uniformity
0,-0.1998109241816838,125.37487139471057,0.0093114977177231,1091.439412136433,904.675838324966,726.372014717156,361.1968448596042,0.5527883727249812,-32.00869369506836,0.4040845918468,-4.143216481818564,0.2305104492855343,0.3666482014345821,0.5862524805133409,0.3963822331511028,0.3969179508538109
1,-0.1102478913504775,59.60573841352746,0.0062204098256567,1278.0903548630029,968.3497560282648,675.8978423081184,247.66334370018208,0.6943910763943255,-40.76185417175293,0.4425432679881772,-3.3124952581618703,0.6455026455026455,0.1295000518129501,0.5844615411044058,0.2271981040595344,0.2937014091350826
2,-0.1513808244996438,98.49779479850548,0.0077544254933527,1027.0492908684746,857.8969718361957,795.0054884842656,307.8771995862598,0.4705758631233182,-37.27384185791016,0.4042673947829398,-3.8954949089335815,0.1896037037037036,0.2943876872395881,0.6866290717783972,0.3235470284057313,0.4378976930908417
3,-0.2294026803930032,157.0984433994569,0.0093537418109311,1190.7666205307305,949.1499392313405,618.5656705530782,532.1212125750039,0.5087754855686487,-33.60830307006836,0.3852512606259271,-4.177269240002474,0.4115656565656565,0.2292453255448185,0.5216370799613008,0.3045870863034361,0.3648147184043686
4,-0.2349793389541461,128.89335763526157,0.0103743361798161,1040.0470006681296,877.6354828835982,730.5485712342911,372.80319814289817,0.5169519667396729,-32.402463912963874,0.3811658152100336,-4.198330952003778,0.1826460960400421,0.2593326689350784,0.6525610312142974,0.3888994244153728,0.484327999907446
5,-0.2212034493788317,140.3020453824293,0.0104386153656357,1007.679952484605,854.1028530999469,745.8866110006147,454.6908418996656,0.4927445212031626,-30.29738140106201,0.3743113234609572,-4.143006404588082,0.185241918760846,0.3583160733758898,0.7321096134749043,0.4392058429331117,0.4600846290897311
6,-0.2548818292098895,164.96072986681264,0.0114435227251252,975.1750421150005,842.1224582528822,750.2625149991902,496.8143918957937,0.5761376103855185,-32.7180233001709,0.3773191305362935,-4.224793489439125,0.1557291490850205,0.274649297660665,0.7732459135226316,0.3485615884426969,0.413505368133648
7,-0.2266736780108793,142.69753972352038,0.0105200907816777,1000.6860806547584,844.0005863717859,726.2749301025441,443.0026216059804,0.5939485904216099,-29.27499866485596,0.3779331256942244,-4.078796427242165,0.196220972957084,0.2342008291333989,0.7493143337721103,0.3794461864221361,0.3891448586237216
8,-0.1583190936034347,113.13916368634648,0.0084370065299601,1024.8534960308664,854.2141806927574,780.3229187332843,371.0506574929756,0.5608521358870721,-35.411489486694336,0.4020997381664731,-3.813232790766768,0.2021763661435265,0.0710239494822905,0.7326279354021175,0.3498135925786266,0.3772415428756537
9,-0.1780633031820443,131.562817162016,0.0092679540743964,987.9230474007428,841.1630725524333,829.6410425841126,438.5081466581642,0.5931785432095047,-34.60059356689453,0.392396695260771,-3.995413564089125,0.1736253566147746,0.3036779481844353,0.7596320982493872,0.360654186656302,0.4225308320607154
10,-0.1927953572770846,140.07176729899447,0.0091766248315512,1139.695346406548,912.1274302308816,693.1332267134363,439.48315290284654,0.5645477734467279,-33.665231704711914,0.3921460298710013,-4.035755287927112,0.3345797720797721,0.1888753363728488,0.5568866722189374,0.2994330348004544,0.3626425910500255
11,-0.1983867994384174,137.33985975966124,0.0099874619957089,1002.1195300657796,848.5416661447293,793.0068224956124,439.8260288003755,0.5188561761744938,-35.669437408447266,0.392413852840191,-3.9900180180935374,0.1985613464795201,0.255228623919944,0.7080497355775722,0.3756924606687817,0.4148922324031653
12,-0.1984754067178645,138.05136005856713,0.0103883132659896,987.9586784481744,840.7314559075216,783.8873840722825,415.1790910505522,0.5327924345837546,-35.383018493652344,0.3853610188766238,-4.088970383085243,0.1861150126717353,0.2975405285339541,0.7844853545975627,0.3722362240401839,0.4649147924475913
13,-0.1930168008702329,159.4371071867827,0.009898520937829,983.6841427961284,834.6498578470386,771.1238695833629,485.2241973478258,0.5400409471783615,-29.53704166412353,0.3839793080794128,-4.006177366659575,0.2053569096414936,0.1749604344558427,0.748289860138772,0.3113693648918812,0.4177469457170623
14,-0.1509789813883349,84.9630191029132,0.0082509971254662,950.6602171454836,818.6996284551819,852.868993536326,286.0787648584946,0.6584884719500848,-35.036888122558594,0.3892361940964317,-3.634782606022376,0.1133860915783479,0.5072059285475926,0.7893945833309035,0.4441658139595471,0.3849061733536952
15,-0.1624356605768549,110.11285502342092,0.0070038200769275,1188.166723837525,930.541352753156,694.160171060454,367.8197740600236,0.570226576999821,-34.74088096618652,0.3883865861766188,-3.785797027079268,0.386739417989418,0.2499990199738684,0.6047143361412626,0.2962986550709404,0.3097624253783145
16,-0.1561883792401038,109.75868822275322,0.0077766192360025,1128.9985237021606,901.8189008509264,745.2991692241922,378.62399515394486,0.5783681243572886,-36.09821891784668,0.4036944220260523,-3.6754780736702464,0.3761868686868686,0.3265746355625702,0.7037453011479128,0.2768363237185957,0.3619542204636957
17,-0.1254978279363892,88.03885312381105,0.0075843062139622,973.1055046162916,822.8798029287309,828.4514890769182,323.3162954789955,0.6044894828528031,-45.34051704406738,0.4174602588180398,-3.4090548200869364,0.1557094276789982,0.2317849863760101,0.7982030880629967,0.3267202475173542,0.4143470313295386
18,-0.1427452230482722,87.91124652675775,0.0070839886278934,931.294843783957,788.0341628614426,845.8694059956099,327.3903691948836,0.5203301750531798,-47.29873847961426,0.4061533050991549,-3.4520533936294333,0.1785489552964042,0.120827385885114,0.8213654313398613,0.282250981675525,0.4247405594891017
19,-0.1487120875255865,114.73601506889187,0.0071965523952545,876.0579688544681,745.2431290716953,856.9058362433459,382.9367884605114,0.5689646094545596,-47.58867263793945,0.4135307608928821,-3.609519801829252,0.1805010435203536,0.0117453962400697,0.7580235541531655,0.4554734337888549,0.3959099796381137
20,-0.149279692091054,85.1041667001323,0.0069664768511301,847.3737440244424,715.3983714909987,837.7015885194362,259.775656513645,0.4927723794271107,-42.71194458007813,0.4022049269478953,-3.61969770778404,0.1699823837996505,0.0981639481236963,0.6986462945961198,0.4139308633223574,0.3423023971493359
