T,wavelet-LHL_glcm_Imc1,wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,squareroot_glszm_SmallAreaLowGrayLevelEmphasis,logarithm_firstorder_RootMeanSquared,squareroot_firstorder_RootMeanSquared,exponential_glrlm_RunLengthNonUniformity,wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,wavelet-HLH_glcm_MCC,log-sigma-2-0-mm-3D_firstorder_Median,wavelet-HHL_glcm_InverseVariance,squareroot_firstorder_Skewness,exponential_glszm_LowGrayLevelZoneEmphasis,log-sigma-1-0-mm-3D_firstorder_Skewness,exponential_glcm_Imc2,exponential_glszm_SmallAreaEmphasis,logarithm_firstorder_Uniformity
0,-0.0942090551660821,143.72219693837656,0.0130371768947499,1211.7394915145137,967.941608851736,2460.2367583655096,756.6382951475656,0.7196161517798582,-0.8812797069549559,0.4090870037175306,-12.565361102552693,0.2835884353741497,-2.9975663010073847,0.3147197788431369,0.3034476538723554,0.6404481804696422
1,-0.0906558948117668,142.39627612627845,0.0131000964322352,1159.1750383991546,943.564839207582,2595.513455117733,745.2434722520654,0.7213957047965404,-2.450331211090088,0.4097129533182141,-12.651354201359458,0.2033356656948493,-2.909459683988522,0.3723931909496285,0.3965022356420941,0.6813725802481221
2,-0.0952393953912595,151.08469612777554,0.0124977737389194,1111.3812445896317,923.7944320779076,2993.2947967044597,784.0098928448035,0.7262940322177659,0.6146695017814636,0.409549627203349,-11.446736802739776,0.1287343354196032,-3.160632693114811,0.3950440656385088,0.4018752394927179,0.6591150112581726
3,-0.0874017167993302,114.3245366743787,0.0125016604100472,1207.4217515117082,965.1034327759756,2418.659379734392,634.8644654913393,0.7214092620909324,-2.9167516231536865,0.410563177562501,-12.460642795594824,0.2700220458553792,-2.8406025700774027,0.3437203943121916,0.3834172595101969,0.6532458080740682
4,-0.0891356947966907,142.4020767311912,0.0116754688258552,1149.5913708558169,939.0576374030484,2800.106510983573,741.5347983440463,0.7216598217354188,-2.2766554355621342,0.4118551632505996,-11.364676161986733,0.1958443696627587,-2.9913072289589286,0.3599645415176992,0.2929575234016179,0.4831522203880385
5,-0.0890114779860812,129.5268702733178,0.0126478558696041,1075.5061175383769,902.7816229770968,3248.60920558212,636.5333715516542,0.7328418747050363,-1.8663047552108765,0.406893245777424,-10.958427929063609,0.1235974944124953,-3.04696187046173,0.4449015039952261,0.3473499555136164,0.5103551238530097
6,-0.0876614446845868,123.71963556456627,0.0121097192705781,1238.9233587826689,978.6989542357496,2012.9451460563653,627.7840348231695,0.7256455007548782,-3.022479295730592,0.4123683590427791,-11.452402392904332,0.3448067632850242,-2.9777965027479967,0.3084773066260415,0.3178802740987421,0.5647615216807512
7,-0.084926512674524,118.00463297977493,0.0109122016324843,1294.411649450088,1004.47376821197,1564.310475884717,621.266708336902,0.7163457445886647,-1.8891546726226809,0.4077260383274324,-11.013371240635747,0.4459958628841608,-2.934230753473904,0.2019955142026911,0.3440474817753103,0.4618461815103979
8,-0.0856894089464918,133.3104793824103,0.0101029470955451,1434.695635211433,1067.420121216896,2485.35645347154,712.5701106228518,0.7120429426364685,-2.8524539470672607,0.4137968253511802,-11.296036460669413,0.6785714285714286,-2.7612865110754568,0.3225021427722849,0.3876064502859047,0.5386910369168754
9,-0.0908804729284043,122.61480220778552,0.0116169693404136,1168.448342075249,949.5895062237196,2677.9430202446238,644.2390636233395,0.7160542331837245,-2.9941327571868896,0.4100868199820761,-11.398668352603975,0.2191472868217054,-2.8289643877235786,0.3708510890923789,0.3414209038249542,0.4948300597318273
