T,wavelet-LHL_glcm_Imc1,wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,squareroot_glszm_SmallAreaLowGrayLevelEmphasis,logarithm_firstorder_RootMeanSquared,squareroot_firstorder_RootMeanSquared,exponential_glrlm_RunLengthNonUniformity,wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,wavelet-HLH_glcm_MCC,log-sigma-2-0-mm-3D_firstorder_Median,wavelet-HHL_glcm_InverseVariance,squareroot_firstorder_Skewness,exponential_glszm_LowGrayLevelZoneEmphasis,log-sigma-1-0-mm-3D_firstorder_Skewness,exponential_glcm_Imc2,exponential_glszm_SmallAreaEmphasis,logarithm_firstorder_Uniformity
0,-0.0789881963403199,294.58341638574376,0.0008410034981129,965.0592193314892,791.2890110417746,6607.840682680938,1926.9043178143304,0.4608850540478023,1.3684276938438416,0.4174034248567188,-8.770589633788825,0.1601706983034558,-1.827589740431128,0.5326552816520398,0.3771969326116092,0.5652175814885277
1,-0.0832389719736829,322.8843859509483,0.0008517911567973,973.1990780737384,795.7980460125696,6397.435226162887,2143.60783157493,0.476271983065381,1.101532757282257,0.4198627987811586,-8.756283372406383,0.1749340112925957,-1.9740759837770083,0.5453013443930553,0.3778293344837576,0.4630101159496521
2,-0.078410096594633,304.95568123966893,0.0008588201534807,926.463228276834,772.7082740067784,7238.893156302088,1971.4923621043984,0.4830914597098008,1.1972292065620422,0.4183721692280156,-8.695271648096076,0.1211044350163107,-1.8756671833054768,0.5930760007470186,0.3627960193662872,0.4878492061333658
3,-0.0810988452052013,330.44012080213923,0.0008893394297313,925.1740496537624,772.6872475198558,7214.38102793072,2124.3259154952702,0.4628816408524151,1.28939026594162,0.4212816476117792,-8.655742719619816,0.1195961354606779,-1.9244141393920269,0.6147084940187566,0.3839603237160363,0.4745468436850521
4,-0.081033588419902,338.89323934333737,0.0006497888946509,1260.3509947641644,924.4550006396216,4240.23200811572,2122.4018739846065,0.4964934074726461,1.3112328052520752,0.4171534234141975,-8.782241924452897,0.3070469798657718,-1.8912697380610868,0.383014365539488,0.2682510323730685,0.4664837152911152
5,-0.0820293796128211,300.8176647539984,0.0008100388518689,996.0860759495014,807.0121790775135,5907.800054988361,1927.7786950907864,0.4738384378363396,1.0020816028118134,0.4211655017697522,-8.713474970234103,0.2005819664713274,-1.9840136388518708,0.5094678819624799,0.297868618634046,0.4697675688042126
6,-0.0818796993094126,298.7716243233808,0.0008633554439829,934.5988609477388,777.1202302888578,7031.366267821252,1909.0893390424576,0.4625822829872879,1.1654731035232544,0.4218601014457462,-8.91365200578709,0.1246113933438193,-1.8966171779300205,0.5800043157703495,0.3749057025119378,0.6184901327901702
7,-0.0829075230309337,292.4456720861865,0.000836727229746,962.4249042825988,791.1311080821562,6632.7612663978125,1941.7721831262584,0.4612879315904408,0.9397351145744324,0.4184878243329954,-8.692517839631149,0.1517439087553235,-1.9550136063409853,0.5672505016849929,0.3659231073548811,0.5840881234581303
8,-0.0795452560563896,304.25596320542337,0.0007440777860694,1076.9845492467837,844.4722107349447,4432.057673095018,1925.405520613105,0.4722225759786868,1.0697500109672546,0.4185934864243211,-8.785981471645114,0.455024641577061,-1.974350967765516,0.4240600279818349,0.344514675917946,0.4646990463466903
9,-0.0814560650237336,334.79060894635825,0.000851577020263,958.4532846197015,789.1181239718518,6696.340790345455,2111.716203043047,0.4499105811930928,1.2563460469245908,0.4157901407951048,-8.817453768434119,0.1391614008282018,-1.96836136253658,0.5589183350066371,0.3671376289968287,0.59645530622776
