original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_MinorAxisLength,original_shape_VoxelVolume
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
0.372261226180581,0.3316838072431301,58.64683094468989,176.81547806673817,65.82154667282958,7251.0
